dataset_image,split,source_relative_path,source_sha256,annotation_class,class_id,x_min,y_min,x_max,y_max,yolo_x_center,yolo_y_center,yolo_width,yolo_height,decision_source
green__brightness_low__run_05__20260820T151958_463.jpg,test,green/brightness_low/run_05/20260820T151958_463.jpg,06cde83e8c9657e9e2d8eda90a062efcd73de0dd6f12d56ae05d61c9fca06952,green,2,295,180,340,258,0.661458,0.608333,0.093750,0.216667,green_folder
green__brightness_low__run_05__20260820T151958_994.jpg,test,green/brightness_low/run_05/20260820T151958_994.jpg,decb6650441da730ab45f8e49f9fb18e819ffeaea82a4135f397d03be1349125,green,2,303,180,353,269,0.683333,0.623611,0.104167,0.247222,green_folder
green__brightness_low__run_05__20260820T151959_530.jpg,test,green/brightness_low/run_05/20260820T151959_530.jpg,80b48d816ae4981c968afbf1aee68367bc36630bf0fb5df47202548c018e3f03,green,2,312,180,371,283,0.711458,0.643056,0.122917,0.286111,green_folder
green__brightness_low__run_05__20260820T152000_062.jpg,test,green/brightness_low/run_05/20260820T152000_062.jpg,9cc862d64727d0d5650d48c6aec0b31b8f659d393adad69d05cb8cf3de8ef8e0,green,2,325,180,395,301,0.750000,0.668056,0.145833,0.336111,green_folder
green__brightness_low__transition_run_01__frame_000_20260820T154156_979.jpg,train,green/brightness_low/transition_run_01/frame_000_20260820T154156_979.jpg,419d1992a49ac5e4c5b72c78bc547400200d81e4a22854f7d2e4f6062ee916ee,green,2,301,180,313,202,0.639583,0.530556,0.025000,0.061111,green_folder
green__brightness_low__transition_run_01__frame_001_20260820T154157_104.jpg,train,green/brightness_low/transition_run_01/frame_001_20260820T154157_104.jpg,419d1992a49ac5e4c5b72c78bc547400200d81e4a22854f7d2e4f6062ee916ee,green,2,301,180,313,202,0.639583,0.530556,0.025000,0.061111,green_folder
green__brightness_low__transition_run_01__frame_002_20260820T154157_235.jpg,train,green/brightness_low/transition_run_01/frame_002_20260820T154157_235.jpg,ac6db149f85ceefcb46c01928be8464271bd0e6a19530dc1683b4062e4b716e7,green,2,301,180,314,202,0.640625,0.530556,0.027083,0.061111,green_folder
green__brightness_low__transition_run_01__frame_003_20260820T154157_363.jpg,train,green/brightness_low/transition_run_01/frame_003_20260820T154157_363.jpg,e409b189711979b33273c98ba174e240241f8e98b951a3d708a7f051adb460f5,green,2,302,180,314,202,0.641667,0.530556,0.025000,0.061111,green_folder
green__brightness_low__transition_run_01__frame_004_20260820T154157_488.jpg,train,green/brightness_low/transition_run_01/frame_004_20260820T154157_488.jpg,192c1c35a95f645f66331f99831a64d070ce3846f8c32181d826644e033f2b5d,green,2,302,180,315,202,0.642708,0.530556,0.027083,0.061111,green_folder
green__brightness_low__transition_run_01__frame_005_20260820T154157_615.jpg,train,green/brightness_low/transition_run_01/frame_005_20260820T154157_615.jpg,192c1c35a95f645f66331f99831a64d070ce3846f8c32181d826644e033f2b5d,green,2,302,180,315,202,0.642708,0.530556,0.027083,0.061111,green_folder
green__brightness_low__transition_run_01__frame_006_20260820T154157_733.jpg,train,green/brightness_low/transition_run_01/frame_006_20260820T154157_733.jpg,d3fc0173e12f9773e04e6d6439ef8ca5fdb5f26398fd45d09e125de575e7efd4,green,2,303,180,315,203,0.643750,0.531944,0.025000,0.063889,green_folder
green__brightness_low__transition_run_02__frame_000_20260820T154205_059.jpg,train,green/brightness_low/transition_run_02/frame_000_20260820T154205_059.jpg,b2e324ddeba4adf1c57d000292ab74538a281b0f782b4718535946ab88a36f68,green,2,322,180,339,209,0.688542,0.540278,0.035417,0.080556,green_folder
green__brightness_low__transition_run_02__frame_001_20260820T154205_197.jpg,train,green/brightness_low/transition_run_02/frame_001_20260820T154205_197.jpg,b1278e1ff1936c73f178bddeb28974beaf04a17b45995e4d803698793bc588f8,green,2,322,180,340,209,0.689583,0.540278,0.037500,0.080556,green_folder
green__brightness_low__transition_run_02__frame_002_20260820T154205_336.jpg,train,green/brightness_low/transition_run_02/frame_002_20260820T154205_336.jpg,975816a47a1057fc21ba17bf571b46651aa560ab21e4d4ff13764515dcd17ba7,green,2,323,180,341,209,0.691667,0.540278,0.037500,0.080556,green_folder
green__brightness_low__transition_run_02__frame_003_20260820T154205_460.jpg,train,green/brightness_low/transition_run_02/frame_003_20260820T154205_460.jpg,ae5b99bca8df6197e77140b47f285ac5a1deb2d4cab245507a38ce32f8151bd3,green,2,324,180,341,209,0.692708,0.540278,0.035417,0.080556,green_folder
green__brightness_low__transition_run_02__frame_004_20260820T154205_583.jpg,train,green/brightness_low/transition_run_02/frame_004_20260820T154205_583.jpg,27ddf9eeffbf782c26c1d1f689fd83fa80efb50b2ff8bcb039e95da90e997a42,green,2,324,180,342,209,0.693750,0.540278,0.037500,0.080556,green_folder
green__brightness_low__transition_run_02__frame_005_20260820T154205_701.jpg,train,green/brightness_low/transition_run_02/frame_005_20260820T154205_701.jpg,27ddf9eeffbf782c26c1d1f689fd83fa80efb50b2ff8bcb039e95da90e997a42,green,2,324,180,342,209,0.693750,0.540278,0.037500,0.080556,green_folder
green__brightness_low__transition_run_02__frame_006_20260820T154205_819.jpg,train,green/brightness_low/transition_run_02/frame_006_20260820T154205_819.jpg,12701f0b65366b2321e6d555518af92acbd904fdb72da6751cad62f0ce751176,green,2,326,180,344,210,0.697917,0.541667,0.037500,0.083333,green_folder
green__brightness_low__transition_run_03__frame_000_20260820T154213_009.jpg,train,green/brightness_low/transition_run_03/frame_000_20260820T154213_009.jpg,064bd277f18816b9a1f41369944fcf063bbdd3d8ab56b75a8a15665f151ed653,green,2,376,180,403,225,0.811458,0.562500,0.056250,0.125000,green_folder
green__brightness_low__transition_run_03__frame_001_20260820T154213_136.jpg,train,green/brightness_low/transition_run_03/frame_001_20260820T154213_136.jpg,a84a81abb7c98ef9ad7a710bdd1f2c147defeb6cf9114b9188ca63878201d6c6,green,2,376,180,403,225,0.811458,0.562500,0.056250,0.125000,green_folder
green__brightness_low__transition_run_03__frame_002_20260820T154213_254.jpg,train,green/brightness_low/transition_run_03/frame_002_20260820T154213_254.jpg,a84a81abb7c98ef9ad7a710bdd1f2c147defeb6cf9114b9188ca63878201d6c6,green,2,376,180,403,225,0.811458,0.562500,0.056250,0.125000,green_folder
green__brightness_low__transition_run_03__frame_003_20260820T154213_374.jpg,train,green/brightness_low/transition_run_03/frame_003_20260820T154213_374.jpg,2b3af0bc14a062472882f2a707c0b6b55a33ac477af8a196fbe12ebd5c9ccc38,green,2,379,180,408,226,0.819792,0.563889,0.060417,0.127778,green_folder
green__brightness_low__transition_run_03__frame_004_20260820T154213_493.jpg,train,green/brightness_low/transition_run_03/frame_004_20260820T154213_493.jpg,cee5ae5c68a9b4d5574dbb7fd98a1f2ca1256ba7e9dee7dd35785fbe737574c1,green,2,381,180,410,227,0.823958,0.565278,0.060417,0.130556,green_folder
green__brightness_low__transition_run_03__frame_005_20260820T154213_616.jpg,train,green/brightness_low/transition_run_03/frame_005_20260820T154213_616.jpg,cee5ae5c68a9b4d5574dbb7fd98a1f2ca1256ba7e9dee7dd35785fbe737574c1,green,2,381,180,410,227,0.823958,0.565278,0.060417,0.130556,green_folder
green__brightness_low__transition_run_03__frame_006_20260820T154213_739.jpg,train,green/brightness_low/transition_run_03/frame_006_20260820T154213_739.jpg,9e8066df3568eb56c879c3925ba08db08383da894d1ea99e8269de5f3bceb6fa,green,2,384,180,413,228,0.830208,0.566667,0.060417,0.133333,green_folder
green__brightness_low__transition_run_04__frame_000_20260820T154220_992.jpg,val,green/brightness_low/transition_run_04/frame_000_20260820T154220_992.jpg,299bd6f37ccaec1ed58cd51d052d2d8a7bd27b6c7a5656990b1c1a5ad6c312ea,green,2,337,180,352,207,0.717708,0.537500,0.031250,0.075000,green_folder
green__brightness_low__transition_run_04__frame_001_20260820T154221_118.jpg,val,green/brightness_low/transition_run_04/frame_001_20260820T154221_118.jpg,130c690d53818a874bf21e862e784d1370ec235290b854b72a05054771821423,green,2,337,180,352,207,0.717708,0.537500,0.031250,0.075000,green_folder
green__brightness_low__transition_run_04__frame_002_20260820T154221_244.jpg,val,green/brightness_low/transition_run_04/frame_002_20260820T154221_244.jpg,ce254e208b790166ffa97216344b337147831ae89452e7b861f69b6fd440ada8,green,2,337,180,353,207,0.718750,0.537500,0.033333,0.075000,green_folder
green__brightness_low__transition_run_04__frame_003_20260820T154221_371.jpg,val,green/brightness_low/transition_run_04/frame_003_20260820T154221_371.jpg,8b255879c5b3ea52d3a712263f488987cdab50056c4ecc8078d38199f3395e01,green,2,338,180,355,208,0.721875,0.538889,0.035417,0.077778,green_folder
green__brightness_low__transition_run_04__frame_004_20260820T154221_496.jpg,val,green/brightness_low/transition_run_04/frame_004_20260820T154221_496.jpg,06b6b1956d021c7118e9893d13690db61d07be8dfaf24c44e6ed66aea8282169,green,2,339,180,356,208,0.723958,0.538889,0.035417,0.077778,green_folder
green__brightness_low__transition_run_04__frame_005_20260820T154221_615.jpg,val,green/brightness_low/transition_run_04/frame_005_20260820T154221_615.jpg,7c90381c0cd48a89c8a0fea19f65aaffab4c87737c6b631cf699163920256a34,green,2,339,180,356,207,0.723958,0.537500,0.035417,0.075000,green_folder
green__brightness_low__transition_run_04__frame_006_20260820T154221_734.jpg,val,green/brightness_low/transition_run_04/frame_006_20260820T154221_734.jpg,7c90381c0cd48a89c8a0fea19f65aaffab4c87737c6b631cf699163920256a34,green,2,339,180,356,207,0.723958,0.537500,0.035417,0.075000,green_folder
green__brightness_low__transition_run_05__frame_000_20260820T154228_950.jpg,test,green/brightness_low/transition_run_05/frame_000_20260820T154228_950.jpg,a55311bb772a9cf09a3de133cfd388acca31860f65cd333b332b7c94d6648b5f,green,2,260,180,276,208,0.558333,0.538889,0.033333,0.077778,green_folder
green__brightness_low__transition_run_05__frame_001_20260820T154229_081.jpg,test,green/brightness_low/transition_run_05/frame_001_20260820T154229_081.jpg,a55311bb772a9cf09a3de133cfd388acca31860f65cd333b332b7c94d6648b5f,green,2,260,180,276,208,0.558333,0.538889,0.033333,0.077778,green_folder
green__brightness_low__transition_run_05__frame_002_20260820T154229_202.jpg,test,green/brightness_low/transition_run_05/frame_002_20260820T154229_202.jpg,2e3424db6035ac2c4bd56d270a30d67832144dde7f4161d5af09eef844708a98,green,2,260,180,276,209,0.558333,0.540278,0.033333,0.080556,green_folder
green__brightness_low__transition_run_05__frame_003_20260820T154229_323.jpg,test,green/brightness_low/transition_run_05/frame_003_20260820T154229_323.jpg,2bc298b4ae38ddd24d95219de1cab2008de4cd543714838a71933cbd37fa3954,green,2,260,180,276,209,0.558333,0.540278,0.033333,0.080556,green_folder
green__brightness_low__transition_run_05__frame_004_20260820T154229_449.jpg,test,green/brightness_low/transition_run_05/frame_004_20260820T154229_449.jpg,9ea3638a1fddfc74445263a3b40c90280521f98743d558ae4c4cc5110f2169b6,green,2,260,180,277,209,0.559375,0.540278,0.035417,0.080556,green_folder
green__brightness_low__transition_run_05__frame_005_20260820T154229_577.jpg,test,green/brightness_low/transition_run_05/frame_005_20260820T154229_577.jpg,4ec6ac768b07bb09243eff30497e2c79454b1d9aeed41482001a8d4395ef7e6d,green,2,260,180,277,209,0.559375,0.540278,0.035417,0.080556,green_folder
green__brightness_low__transition_run_05__frame_006_20260820T154229_708.jpg,test,green/brightness_low/transition_run_05/frame_006_20260820T154229_708.jpg,42aac25123b0af6c3556641ac8c6a2e2ee05610e8d642a00c873b219d24f1e21,green,2,260,180,277,209,0.559375,0.540278,0.035417,0.080556,green_folder
green__brightness_medium__run_01__20260820T151712_666.jpg,train,green/brightness_medium/run_01/20260820T151712_666.jpg,41866c86a10f68d0ccc78f3e08e47cdebbba89cf2de5e0a68cec4541b962e1da,green,2,301,180,313,201,0.639583,0.529167,0.025000,0.058333,green_folder
green__brightness_medium__run_01__20260820T151713_196.jpg,train,green/brightness_medium/run_01/20260820T151713_196.jpg,aa5bd9f422fe24e6d764e91678a1b62100e2f169c5367f50a4e65f4abb70477f,green,2,302,180,315,201,0.642708,0.529167,0.027083,0.058333,green_folder
green__brightness_medium__run_01__20260820T151713_714.jpg,train,green/brightness_medium/run_01/20260820T151713_714.jpg,57b94c60a937566780d2ca1c11bca11d246287533da18812c54684c5e9c40437,green,2,304,180,317,203,0.646875,0.531944,0.027083,0.063889,green_folder
green__brightness_medium__run_01__20260820T151714_230.jpg,train,green/brightness_medium/run_01/20260820T151714_230.jpg,df9d30b3340d5111e7bffbba5de9e5c586ebae3048c5aa22f04c62bc3aeb1de6,green,2,305,180,318,203,0.648958,0.531944,0.027083,0.063889,green_folder
green__brightness_medium__run_01__20260820T151714_749.jpg,train,green/brightness_medium/run_01/20260820T151714_749.jpg,0929807030575b12d67afcd197798e6b27a1d36e96dc656d418a8551093520d5,green,2,309,180,322,204,0.657292,0.533333,0.027083,0.066667,green_folder
green__brightness_medium__run_01__20260820T151715_269.jpg,train,green/brightness_medium/run_01/20260820T151715_269.jpg,a1b2cc39bdc50d164e3f7970559bc2afed4c30c74ced1ceb00ea7c1929a4d461,green,2,311,180,324,205,0.661458,0.534722,0.027083,0.069444,green_folder
green__brightness_medium__run_01__20260820T151715_785.jpg,train,green/brightness_medium/run_01/20260820T151715_785.jpg,e46eb39f27848acdb49b342fd0571a19f156026a6e6217902ab8d5cc0cde06e7,green,2,314,180,328,206,0.668750,0.536111,0.029167,0.072222,green_folder
green__brightness_medium__run_01__20260820T151716_307.jpg,train,green/brightness_medium/run_01/20260820T151716_307.jpg,59a04abbc6016ffb4d947c7c37edd070e77333b086b91cfc61d308e5cd69bc8e,green,2,315,180,331,207,0.672917,0.537500,0.033333,0.075000,green_folder
green__brightness_medium__run_01__20260820T151716_821.jpg,train,green/brightness_medium/run_01/20260820T151716_821.jpg,51506eb1d34909482e3a45a01fbd2284bfb03b32373173b8a43cba3e281da21e,green,2,319,180,335,208,0.681250,0.538889,0.033333,0.077778,green_folder
green__brightness_medium__run_01__20260820T151717_338.jpg,train,green/brightness_medium/run_01/20260820T151717_338.jpg,9dd3b2a593ccd9feb3e0cb0f0e2b0220e883bca76c074e8cd63c137e03c98930,green,2,321,180,339,208,0.687500,0.538889,0.037500,0.077778,green_folder
green__brightness_medium__run_01__20260820T151717_862.jpg,train,green/brightness_medium/run_01/20260820T151717_862.jpg,9bd8e16e72a699ba5e553ee6c99baeb3732e27bd46ccf472791cbd0bc2a3a090,green,2,325,180,343,209,0.695833,0.540278,0.037500,0.080556,green_folder
green__brightness_medium__run_01__20260820T151718_387.jpg,train,green/brightness_medium/run_01/20260820T151718_387.jpg,e77dec4ab7de7006358cc2616eb9d2cb789cdac636dcc251661e1402811f7328,green,2,329,180,346,210,0.703125,0.541667,0.035417,0.083333,green_folder
green__brightness_medium__run_01__20260820T151718_909.jpg,train,green/brightness_medium/run_01/20260820T151718_909.jpg,1e77f0cb90529d2104b2896d130626262edbf0407de66eb4b97dacc4275d2308,green,2,333,180,352,211,0.713542,0.543056,0.039583,0.086111,green_folder
green__brightness_medium__run_01__20260820T151719_423.jpg,train,green/brightness_medium/run_01/20260820T151719_423.jpg,d0b8141dce06514bf76ba21108e3243027755ef3a0b7468ebb5a9c6e406a223c,green,2,337,180,356,213,0.721875,0.545833,0.039583,0.091667,green_folder
green__brightness_medium__run_01__20260820T151719_937.jpg,train,green/brightness_medium/run_01/20260820T151719_937.jpg,4bc339df1396eebc74703932ceff665e6fe691756525d5ef8f9a307d105a0ad9,green,2,343,180,363,215,0.735417,0.548611,0.041667,0.097222,green_folder
green__brightness_medium__run_01__20260820T151720_454.jpg,train,green/brightness_medium/run_01/20260820T151720_454.jpg,c0d5555f33f7ba1e2c6ac32d5325ac947c167a7e178ec546eda5ea4043270c8a,green,2,347,180,369,216,0.745833,0.550000,0.045833,0.100000,green_folder
green__brightness_medium__run_01__20260820T151720_972.jpg,train,green/brightness_medium/run_01/20260820T151720_972.jpg,76b17160d7cde59f1f299063542267e14f275237cf111779bb482bd8ff70b378,green,2,353,180,376,218,0.759375,0.552778,0.047917,0.105556,green_folder
green__brightness_medium__run_01__20260820T151721_483.jpg,train,green/brightness_medium/run_01/20260820T151721_483.jpg,275429aaeb91d561eeafb8f81a56e2b0c5a9bc37c369f511352626547ed9d9c7,green,2,359,180,383,220,0.772917,0.555556,0.050000,0.111111,green_folder
green__brightness_medium__run_01__20260820T151722_000.jpg,train,green/brightness_medium/run_01/20260820T151722_000.jpg,7d48e2826d2b326ca6dc1e37693a45a3e1633d1d332e4fb9e4ccd91add6ee19a,green,2,366,180,392,222,0.789583,0.558333,0.054167,0.116667,green_folder
green__brightness_medium__run_01__20260820T151722_518.jpg,train,green/brightness_medium/run_01/20260820T151722_518.jpg,73a923c86004a9698e142019c370710fee63cc1c2be2e2633f7a396ebe49aefb,green,2,375,180,403,225,0.810417,0.562500,0.058333,0.125000,green_folder
green__brightness_medium__run_02__20260820T151724_047.jpg,train,green/brightness_medium/run_02/20260820T151724_047.jpg,fd3f444f74b45ef5b232f64bb4537e25407761aa193cf6f7faff1f5991dffb05,green,2,322,180,339,208,0.688542,0.538889,0.035417,0.077778,green_folder
green__brightness_medium__run_02__20260820T151724_573.jpg,train,green/brightness_medium/run_02/20260820T151724_573.jpg,b9644e8cb9916f1066fd3fd937617e020d54c5eaa44c9e9dfc7d7059e219190d,green,2,325,180,343,209,0.695833,0.540278,0.037500,0.080556,green_folder
green__brightness_medium__run_02__20260820T151725_091.jpg,train,green/brightness_medium/run_02/20260820T151725_091.jpg,8b300bf04d519a8cbb18cfb7735f06aa76ad140d9c4cd2638e002e93d79b349b,green,2,329,180,347,210,0.704167,0.541667,0.037500,0.083333,green_folder
green__brightness_medium__run_02__20260820T151725_606.jpg,train,green/brightness_medium/run_02/20260820T151725_606.jpg,cbf39478d0c156fc162769b2dcc50b6949c19d7c94eb9f96666d05db3b57702e,green,2,333,180,352,211,0.713542,0.543056,0.039583,0.086111,green_folder
green__brightness_medium__run_02__20260820T151726_127.jpg,train,green/brightness_medium/run_02/20260820T151726_127.jpg,7c130c0ab172ebdb0439048c3ddea8123e0d190a4affc176386ab8a71a27156e,green,2,338,180,358,213,0.725000,0.545833,0.041667,0.091667,green_folder
green__brightness_medium__run_02__20260820T151726_647.jpg,train,green/brightness_medium/run_02/20260820T151726_647.jpg,e7465586d3b58b64bdcb2ac592d5de9099a5f61ba1886492152429168413de55,green,2,343,180,364,215,0.736458,0.548611,0.043750,0.097222,green_folder
green__brightness_medium__run_02__20260820T151727_171.jpg,train,green/brightness_medium/run_02/20260820T151727_171.jpg,1275678a02984f6e81088ef33b6a35873ad90b571d139eaaa2eba0e2f89667b2,green,2,347,180,369,216,0.745833,0.550000,0.045833,0.100000,green_folder
green__brightness_medium__run_02__20260820T151727_688.jpg,train,green/brightness_medium/run_02/20260820T151727_688.jpg,9a0f6afd9439848b44c945bb6f70d522b7af2ec38fdf4c71810cfe99402070d5,green,2,354,180,377,218,0.761458,0.552778,0.047917,0.105556,green_folder
green__brightness_medium__run_02__20260820T151728_200.jpg,train,green/brightness_medium/run_02/20260820T151728_200.jpg,b70582e6127b40f42a38a5935f17fc45ba14fd248d1557506917daf74c3235cb,green,2,360,180,384,220,0.775000,0.555556,0.050000,0.111111,green_folder
green__brightness_medium__run_02__20260820T151728_718.jpg,train,green/brightness_medium/run_02/20260820T151728_718.jpg,e33f70dee43dde51594d655c49c44a6bb05d2fe6c763027999eef6b4a2a5c9e7,green,2,367,180,393,222,0.791667,0.558333,0.054167,0.116667,green_folder
green__brightness_medium__run_02__20260820T151729_245.jpg,train,green/brightness_medium/run_02/20260820T151729_245.jpg,b41eace90ccc55c552f6587ad8e0bdfab68f8798f0776fbc1c67c791134e0047,green,2,376,180,403,225,0.811458,0.562500,0.056250,0.125000,green_folder
green__brightness_medium__run_02__20260820T151729_760.jpg,train,green/brightness_medium/run_02/20260820T151729_760.jpg,6d16b9d28b3b2f0365f128b8cfc9ae6927750339985cead9f59859295772f268,green,2,386,180,415,228,0.834375,0.566667,0.060417,0.133333,green_folder
green__brightness_medium__run_02__20260820T151730_276.jpg,train,green/brightness_medium/run_02/20260820T151730_276.jpg,a37ae702c5db12c80af0fb84070be81825c14843d224e9f8b2528dbb013ebab0,green,2,395,180,427,231,0.856250,0.570833,0.066667,0.141667,green_folder
green__brightness_medium__run_02__20260820T151730_795.jpg,train,green/brightness_medium/run_02/20260820T151730_795.jpg,44185fd321bfe29f4466518d8e24ef442e0866eadf70f7ac360ae1ace414c66f,green,2,408,180,442,236,0.885417,0.577778,0.070833,0.155556,green_folder
green__brightness_medium__run_02__20260820T151731_316.jpg,train,green/brightness_medium/run_02/20260820T151731_316.jpg,c7728cb2fb874c1cb29722a1258fa1e9356f960348393ece432ff950d417e6b6,green,2,420,180,458,240,0.914583,0.583333,0.079167,0.166667,green_folder
green__brightness_medium__run_02__20260820T151731_837.jpg,train,green/brightness_medium/run_02/20260820T151731_837.jpg,8cd97f2c5776c74c8557071eb6e5f74a9c6deff5c742d9562272ea1af533f9a1,green,2,437,180,478,246,0.953125,0.591667,0.085417,0.183333,green_folder
green__brightness_medium__run_02__20260820T151732_364.jpg,train,green/brightness_medium/run_02/20260820T151732_364.jpg,0fa5db31d7d1c425076d69885b19dbf2ac4cb5e2cf1524db27a373f76dd15445,green,2,453,180,480,245,0.971875,0.590278,0.056250,0.180556,green_folder
green__brightness_medium__run_02__20260820T151732_883.jpg,train,green/brightness_medium/run_02/20260820T151732_883.jpg,d144d47d6cf24846905f37f6774e381873ce96c4be5ce1ff6ec208f0995dc533,,,,,,,,,,,no_visible_signal_in_green_folder
green__brightness_medium__run_02__20260820T151733_406.jpg,train,green/brightness_medium/run_02/20260820T151733_406.jpg,de708ff4d93b1d854db7d4be1cc669a2800da84f388e4e2bcbbeaec05422940a,,,,,,,,,,,no_visible_signal_in_green_folder
green__brightness_medium__run_02__20260820T151733_928.jpg,train,green/brightness_medium/run_02/20260820T151733_928.jpg,d03424d8eeed7bae191c954303ce6207fccdf04053ee458d6f0d8997fa64db49,,,,,,,,,,,no_visible_signal_in_green_folder
green__brightness_medium__run_03__20260820T151735_440.jpg,train,green/brightness_medium/run_03/20260820T151735_440.jpg,9b0b01bdfa311a939fff08b9e67652856d7cb4bbf8fcedf50fae2ea682bf4c6e,green,2,376,180,403,225,0.811458,0.562500,0.056250,0.125000,green_folder
green__brightness_medium__run_03__20260820T151735_968.jpg,train,green/brightness_medium/run_03/20260820T151735_968.jpg,5f9c6a9010d967ea5368b257c7aacd7bf48e12d125dfb1e589dddbe09c7a57e8,green,2,383,180,413,228,0.829167,0.566667,0.062500,0.133333,green_folder
green__brightness_medium__run_03__20260820T151736_492.jpg,train,green/brightness_medium/run_03/20260820T151736_492.jpg,2376cdb41dcf166172160c71a3dc3daebbef84147728120ee52f5c18579b228d,green,2,395,180,426,231,0.855208,0.570833,0.064583,0.141667,green_folder
green__brightness_medium__run_03__20260820T151737_011.jpg,train,green/brightness_medium/run_03/20260820T151737_011.jpg,c08e1c12028e28ec234b18c8367fc3e449ca39b36e1d9c14365860b0068ae3e7,green,2,404,180,437,234,0.876042,0.575000,0.068750,0.150000,green_folder
green__brightness_medium__run_03__20260820T151737_538.jpg,train,green/brightness_medium/run_03/20260820T151737_538.jpg,31e8653e064f4e63270c1918fd5ccba300f9845b30357215034ea14ebc089b8f,green,2,419,180,457,239,0.912500,0.581944,0.079167,0.163889,green_folder
green__brightness_medium__run_03__20260820T151738_052.jpg,train,green/brightness_medium/run_03/20260820T151738_052.jpg,74d2eadb5e5ae434aeaccf88f5a2b5985bcaab18e4039fec44810cb1fa6b4e78,green,2,432,180,472,244,0.941667,0.588889,0.083333,0.177778,green_folder
green__brightness_medium__run_03__20260820T151738_570.jpg,train,green/brightness_medium/run_03/20260820T151738_570.jpg,ec0b17a85a73e8cdf19b78029f00b27efef6c107517a13d1df195f971bffda56,green,2,454,180,480,246,0.972917,0.591667,0.054167,0.183333,green_folder
green__brightness_medium__run_03__20260820T151739_090.jpg,train,green/brightness_medium/run_03/20260820T151739_090.jpg,7e31665dfed7f29e74a89aa193d1fb20c6a3abc4f8e721b3b39521d5839a4114,,,,,,,,,,,no_visible_signal_in_green_folder
green__brightness_medium__run_03__20260820T151739_615.jpg,train,green/brightness_medium/run_03/20260820T151739_615.jpg,f5bdfd387ede9add8428eedf908e908ee15cb1b2f61d16ab96d5f5dc1ae60263,,,,,,,,,,,no_visible_signal_in_green_folder
green__brightness_medium__run_03__20260820T151740_132.jpg,train,green/brightness_medium/run_03/20260820T151740_132.jpg,89e232840acaf1a5de284e53e45646e88269055178bf04ebe2655ed72d93bef3,,,,,,,,,,,no_visible_signal_in_green_folder
green__brightness_medium__run_03__20260820T151740_653.jpg,train,green/brightness_medium/run_03/20260820T151740_653.jpg,d2eb38daa1457de84cc37d0c7a63f4ae4f7de33587e7a60a1646af829e145c8e,,,,,,,,,,,no_visible_signal_in_green_folder
green__brightness_medium__run_03__20260820T151741_175.jpg,train,green/brightness_medium/run_03/20260820T151741_175.jpg,a37cf04ae744c20378b83309bfc0b341b4b77f66560e63773ecac9a93b7fe4e4,,,,,,,,,,,no_visible_signal_in_green_folder
green__brightness_medium__run_03__20260820T151741_698.jpg,train,green/brightness_medium/run_03/20260820T151741_698.jpg,a9de3ca6655acf5947042254e01703908ea47088aa7468c16363c88753461c78,,,,,,,,,,,no_visible_signal_in_green_folder
green__brightness_medium__run_03__20260820T151742_230.jpg,train,green/brightness_medium/run_03/20260820T151742_230.jpg,e95c500d3f8459a46e30de510ee831657c33cdd56fffb09f8d7c301a3ee19068,,,,,,,,,,,no_visible_signal_in_green_folder
green__brightness_medium__run_03__20260820T151742_757.jpg,train,green/brightness_medium/run_03/20260820T151742_757.jpg,fcdb1a518a86fad90ee187adb82f3e378e6c1f4176628cf11703641e2450c7b1,,,,,,,,,,,no_visible_signal_in_green_folder
green__brightness_medium__run_03__20260820T151743_278.jpg,train,green/brightness_medium/run_03/20260820T151743_278.jpg,c77230eb731926cbde9a0e7c1b99fdaa2f5c6feda9c68bb8ae9ed2c4beed1892,,,,,,,,,,,no_visible_signal_in_green_folder
green__brightness_medium__run_03__20260820T151743_803.jpg,train,green/brightness_medium/run_03/20260820T151743_803.jpg,e343f3e230f941aa15310eab012d46ebe66e948502f3771578c948ddb63293ff,,,,,,,,,,,no_visible_signal_in_green_folder
green__brightness_medium__run_03__20260820T151744_317.jpg,train,green/brightness_medium/run_03/20260820T151744_317.jpg,41af5d406e400d46a141210872e44c23dd08fd70c86e086ebafbc1c5035d7e48,,,,,,,,,,,no_visible_signal_in_green_folder
green__brightness_medium__run_03__20260820T151744_834.jpg,train,green/brightness_medium/run_03/20260820T151744_834.jpg,fca67fe69636e9e8a6713b9416a36f974e9b73cb65380e17cf3f55e07f1ccaf3,,,,,,,,,,,no_visible_signal_in_green_folder
green__brightness_medium__run_03__20260820T151745_352.jpg,train,green/brightness_medium/run_03/20260820T151745_352.jpg,9bdf102d4975ed0cb57f1be4cdffc6f3eb57edaf6fe030842b45ad91b66376cd,,,,,,,,,,,no_visible_signal_in_green_folder
green__brightness_medium__run_04__20260820T151746_833.jpg,val,green/brightness_medium/run_04/20260820T151746_833.jpg,e30598f27eb4cc4003c93b94210d1ef46246ca99ca5a7a9d42fb1470f204f18b,green,2,337,180,352,207,0.717708,0.537500,0.031250,0.075000,green_folder
green__brightness_medium__run_04__20260820T151747_348.jpg,val,green/brightness_medium/run_04/20260820T151747_348.jpg,10883f4d137287ea594cda16b296b9770e069c429e7849da8e020bab3beea061,green,2,340,180,357,207,0.726042,0.537500,0.035417,0.075000,green_folder
